severity,issue,language,file,line,pair_id,details,english_question,translated_question
hard,identical_to_english,hinglish,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish.jsonl,102,12b756c2,Translated question is byte-identical to English source,"For the census year 2013, list the sub-district name and the village or urban/rural body name, ordered by the total estimated human health and social work activities in descending order.","For the census year 2013, list the sub-district name and the village or urban/rural body name, ordered by the total estimated human health and social work activities in descending order."
hard,identical_to_english,hinglish,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish.jsonl,118,7f46c152,Translated question is byte-identical to English source,"Considering the most recent census year available, list the names of the ULB, RLB, or villages where the total sum of establishments owned by females is exactly zero, and sort the results alphabetically by the village name.","Considering the most recent census year available, list the names of the ULB, RLB, or villages where the total sum of establishments owned by females is exactly zero, and sort the results alphabetically by the village name."
hard,identical_to_english,hinglish,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish.jsonl,119,79e89edd,Translated question is byte-identical to English source,"For the census year 2013, list each sub-district name and the total sum of establishments owned by females, grouped by sub-district and ordered from the highest to lowest total.","For the census year 2013, list each sub-district name and the total sum of establishments owned by females, grouped by sub-district and ordered from the highest to lowest total."
hard,identical_to_english,hinglish,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish.jsonl,122,0c557e68,Translated question is byte-identical to English source,"For the most recent census year available, list the sub-district names and the total sum of establishments owned by females, grouped by sub-district and ordered by the highest number of female-owned establishments first, showing only the top 5 results.","For the most recent census year available, list the sub-district names and the total sum of establishments owned by females, grouped by sub-district and ordered by the highest number of female-owned establishments first, showing only the top 5 results."
hard,identical_to_english,hinglish,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish.jsonl,142,2ad8247d,Translated question is byte-identical to English source,"List the sub-district names for the census year 2013 where the total number of establishments owned by Sikhs is greater than zero and the total number of establishments owned by Jains is exactly zero, grouped and ordered alphabetically by the sub-district name.","List the sub-district names for the census year 2013 where the total number of establishments owned by Sikhs is greater than zero and the total number of establishments owned by Jains is exactly zero, grouped and ordered alphabetically by the sub-district name."
hard,identical_to_english,hinglish,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish.jsonl,144,3fffc294,Translated question is byte-identical to English source,"List the sub-district names where, for the census year 2013, either the total number of establishments owned by Sikhs or the total number of establishments owned by Jains is greater than 500.","List the sub-district names where, for the census year 2013, either the total number of establishments owned by Sikhs or the total number of establishments owned by Jains is greater than 500."
hard,identical_to_english,hinglish,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish.jsonl,147,4d623596,Translated question is byte-identical to English source,"List the sub-district name, the ULB/RLB village name, and the district name for the districts of Chittoor, South Andamans, and Nicobars, ensuring that each combination has at least one location ID, and order the results alphabetically by the sub-district name.","List the sub-district name, the ULB/RLB village name, and the district name for the districts of Chittoor, South Andamans, and Nicobars, ensuring that each combination has at least one location ID, and order the results alphabetically by the sub-district name."
hard,identical_to_english,hinglish,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish.jsonl,148,f279081a,Translated question is byte-identical to English source,"For each sub-district, list the sub-district name, the total estimated finance from borrowing institutions, and the total estimated finance from self-help group loans, ordered by the total estimated finance from borrowing institutions in descending order.","For each sub-district, list the sub-district name, the total estimated finance from borrowing institutions, and the total estimated finance from self-help group loans, ordered by the total estimated finance from borrowing institutions in descending order."
hard,identical_to_english,hinglish,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish.jsonl,151,fba7fb6b,Translated question is byte-identical to English source,"List the names of the ULB, RLB, or villages that have at least one finance source record, but specifically where the estimated government assistance is 0.000 and the estimated loan from self-help groups is also 0.000, ordered alphabetically by the village name.","List the names of the ULB, RLB, or villages that have at least one finance source record, but specifically where the estimated government assistance is 0.000 and the estimated loan from self-help groups is also 0.000, ordered alphabetically by the village name."
hard,identical_to_english,hinglish,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish.jsonl,153,d08fd177,Translated question is byte-identical to English source,"For the most recent census year available, list each sub-district name and the total estimated government financial assistance, grouped by the sub-district name and ordered from the highest to the lowest total assistance.","For the most recent census year available, list each sub-district name and the total estimated government financial assistance, grouped by the sub-district name and ordered from the highest to the lowest total assistance."
hard,identical_to_english,hinglish,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish.jsonl,154,d9f1aa73,Translated question is byte-identical to English source,"For the census year 2013, list the sub-district names and the total combined amount of estimated government assistance and estimated borrowing from institutions, grouped by sub-district and ordered by this total in descending order for the top 10 results.","For the census year 2013, list the sub-district names and the total combined amount of estimated government assistance and estimated borrowing from institutions, grouped by sub-district and ordered by this total in descending order for the top 10 results."
hard,identical_to_english,hinglish,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish.jsonl,155,28d8d473,Translated question is byte-identical to English source,"For the most recent census year available, list the top 10 sub-district names and their total institutional credit, calculated as the sum of government assistance and borrowing from institutions, ordered from highest to lowest total credit.","For the most recent census year available, list the top 10 sub-district names and their total institutional credit, calculated as the sum of government assistance and borrowing from institutions, ordered from highest to lowest total credit."
hard,identical_to_english,hinglish,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish.jsonl,159,309a5f49,Translated question is byte-identical to English source,"List the sub-district names from the census year 2013 where the total estimated government assistance finance is greater than 0.000 and the total estimated finance from loan self-help groups is exactly 0.000, ordered alphabetically by sub-district name.","List the sub-district names from the census year 2013 where the total estimated government assistance finance is greater than 0.000 and the total estimated finance from loan self-help groups is exactly 0.000, ordered alphabetically by sub-district name."
hard,identical_to_english,marathi,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_marathi.jsonl,85,e1ccb964,Translated question is byte-identical to English source,"For the census year 2013, list each sub-district name and the total estimated accommodation and food costs, sorted by the total costs in descending order.","For the census year 2013, list each sub-district name and the total estimated accommodation and food costs, sorted by the total costs in descending order."
hard,identical_to_english,marathi,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_marathi.jsonl,93,a29de23a,Translated question is byte-identical to English source,List the sub-district names in alphabetical order for the 2013 census year where the estimated transport storage and estimated accommodation food values are both greater than zero.,List the sub-district names in alphabetical order for the 2013 census year where the estimated transport storage and estimated accommodation food values are both greater than zero.
hard,identical_to_english,marathi,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_marathi.jsonl,107,3bc44071,Translated question is byte-identical to English source,"For the census year 2013, list each ULB/RLB village name along with the total estimated education establishments and the total estimated human health and social work establishments, provided that at least one of these totals is greater than zero, and order the results by the total estimated education establishments in descending order.","For the census year 2013, list each ULB/RLB village name along with the total estimated education establishments and the total estimated human health and social work establishments, provided that at least one of these totals is greater than zero, and order the results by the total estimated education establishments in descending order."
hard,identical_to_english,marathi,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_marathi.jsonl,108,ad513455,Translated question is byte-identical to English source,"For the census year 2013, list the sub-district names where the estimated human health and social work value is greater than 0.000, but the total sum of estimated education is exactly 0.000, ordered alphabetically by the sub-district name.","For the census year 2013, list the sub-district names where the estimated human health and social work value is greater than 0.000, but the total sum of estimated education is exactly 0.000, ordered alphabetically by the sub-district name."
hard,identical_to_english,marathi,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_marathi.jsonl,120,64e64570,Translated question is byte-identical to English source,"For the most recent census year available, list each sub-district name and the total sum of establishments owned by females, grouped by sub-district and ordered from the highest to lowest count.","For the most recent census year available, list each sub-district name and the total sum of establishments owned by females, grouped by sub-district and ordered from the highest to lowest count."
hard,identical_to_english,marathi,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_marathi.jsonl,126,6e81097b,Translated question is byte-identical to English source,List the sub-district names from the year 2013 where the total estimated ownership by females is greater than zero and the total estimated ownership by other genders is exactly zero.,List the sub-district names from the year 2013 where the total estimated ownership by females is greater than zero and the total estimated ownership by other genders is exactly zero.
hard,identical_to_english,marathi,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_marathi.jsonl,147,4d623596,Translated question is byte-identical to English source,"List the sub-district name, the ULB/RLB village name, and the district name for the districts of Chittoor, South Andamans, and Nicobars, ensuring that each combination has at least one location ID, and order the results alphabetically by the sub-district name.","List the sub-district name, the ULB/RLB village name, and the district name for the districts of Chittoor, South Andamans, and Nicobars, ensuring that each combination has at least one location ID, and order the results alphabetically by the sub-district name."
hard,identical_to_english,marathi,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_marathi.jsonl,153,d08fd177,Translated question is byte-identical to English source,"For the most recent census year available, list each sub-district name and the total estimated government financial assistance, grouped by the sub-district name and ordered from the highest to the lowest total assistance.","For the most recent census year available, list each sub-district name and the total estimated government financial assistance, grouped by the sub-district name and ordered from the highest to the lowest total assistance."
hard,identical_to_english,marathi,tasks/INDIA_Economic_Census_Firms/task_files/INDIA_Economic_Census_Firms_text2sql_20260318_030334_marathi.jsonl,157,a457d390,Translated question is byte-identical to English source,"For the most recent census year available, list each ULB/RLB village name along with the total estimated government financial assistance and the total estimated finance from borrowing institutions, grouped by village name and ordered by the total government assistance in descending order.","For the most recent census year available, list each ULB/RLB village name along with the total estimated government financial assistance and the total estimated finance from borrowing institutions, grouped by village name and ordered by the total government assistance in descending order."
