db,lang,pair_id,comet_score,src,mt
INDIA_Economic_Census_Firms,Telugu,fba7fb6b,0.17413169145584106,"List the names of the ULB, RLB, or villages that have at least one finance source record, but specifically where the estimated government assistance is 0.000 and the estimated loan from self-help groups is also 0.000, ordered alphabetically by the village name.","List the names of the ULB, RLB, or villages that have at least one finance source record, but specifically where the estimated government assistance is 0.000 and the estimated loan from self-help groups is also 0.000, ordered alphabetically by the village name."
INDIA_Economic_Census_Firms,Hindi,a1c69c64,0.1751115322113037,"List the sub-district name and the census year, along with the sum of total establishments and the sum of residential-commercial establishments, grouped by both sub-district and census year, and ordered chronologically by the census year.","List the sub-district name and the census year, along with the sum of total establishments and the sum of residential-commercial establishments, grouped by both sub-district and census year, and ordered chronologically by the census year."
INDIA_Economic_Census_Firms,Marathi,a457d390,0.1804550290107727,"For the most recent census year available, list each ULB/RLB village name along with the total estimated government financial assistance and the total estimated finance from borrowing institutions, grouped by village name and ordered by the total government assistance in descending order.","For the most recent census year available, list each ULB/RLB village name along with the total estimated government financial assistance and the total estimated finance from borrowing institutions, grouped by village name and ordered by the total government assistance in descending order."
INDIA_Economic_Census_Firms,Hindi,244da596,0.1830451488494873,"List the ULB RLB village names, sorted alphabetically, for locations where the number of forestry and logging establishments is greater than zero or the number of residential and commercial establishments is greater than zero.","List the ULB RLB village names, sorted alphabetically, for locations where the number of forestry and logging establishments is greater than zero or the number of residential and commercial establishments is greater than zero."
INDIA_Economic_Census_Firms,Telugu,f5e1ad47,0.18371179699897766,"For the most recent census year available, list the sub-district names along with the total estimated transport and storage costs and the total estimated accommodation and food costs, grouped by sub-district and ordered by the total estimated transport and storage costs in descending order.","For the most recent census year available, list the sub-district names along with the total estimated transport and storage costs and the total estimated accommodation and food costs, grouped by sub-district and ordered by the total estimated transport and storage costs in descending order."
INDIA_Economic_Census_Firms,Hindi,414ab4d4,0.18475580215454102,"List the names of the ULB, RLB, or villages, sorted alphabetically, that have an estimated government assistance finance amount of 0.000 and an estimated self-help group loan finance amount of 0.000.","List the names of the ULB, RLB, or villages, sorted alphabetically, that have an estimated government assistance finance amount of 0.000 and an estimated self-help group loan finance amount of 0.000."
INDIA_Economic_Census_Firms,Hindi Romanized,cd33eb91,0.18589520454406738,"For the most recent census year available, list each sub-district name and the total sum of estimated residential commercial establishments, filtering for records where the estimated residential commercial value is 0.000, and order the results by the sum in descending order.","For the most recent census year available, list each sub-district name and the total sum of estimated residential commercial establishments, filtering for records where the estimated residential commercial value is 0.000, and order the results by the sum in descending order."
INDIA_Economic_Census_Firms,Bengali,cc274a6c,0.18854820728302002,"For the most recent census year available, list each sub-district name and the total sum of manufacturing and construction establishments, including only those sub-districts where this combined sum is greater than zero, and order the results by the total sum in descending order.","For the most recent census year available, list each sub-district name and the total sum of manufacturing and construction establishments, including only those sub-districts where this combined sum is greater than zero, and order the results by the total sum in descending order."
INDIA_Economic_Census_Firms,Hindi Romanized,309a5f49,0.19012871384620667,"List the sub-district names from the census year 2013 where the total estimated government assistance finance is greater than 0.000 and the total estimated finance from loan self-help groups is exactly 0.000, ordered alphabetically by sub-district name.","List the sub-district names from the census year 2013 where the total estimated government assistance finance is greater than 0.000 and the total estimated finance from loan self-help groups is exactly 0.000, ordered alphabetically by sub-district name."
INDIA_Economic_Census_Firms,Telugu,309a5f49,0.19012871384620667,"List the sub-district names from the census year 2013 where the total estimated government assistance finance is greater than 0.000 and the total estimated finance from loan self-help groups is exactly 0.000, ordered alphabetically by sub-district name.","List the sub-district names from the census year 2013 where the total estimated government assistance finance is greater than 0.000 and the total estimated finance from loan self-help groups is exactly 0.000, ordered alphabetically by sub-district name."
INDIA_Economic_Census_Firms,Telugu,5fca6279,0.19247028231620789,"List the state name, the district name, and the ULB/RLB village name, grouped by state, district, and village name, and ordered alphabetically by the village name.","List the state name, the district name, and the ULB/RLB village name, grouped by state, district, and village name, and ordered alphabetically by the village name."
INDIA_Economic_Census_Firms,Hindi,bf70d789,0.19377392530441284,"For the census year 2013, list the sub-district names and the total number of establishments owned by females for each sub-district, showing only the top 5 sub-districts with the highest totals.","For the census year 2013, list the sub-district names and the total number of establishments owned by females for each sub-district, showing only the top 5 sub-districts with the highest totals."
INDIA_Economic_Census_Firms,Bengali,e591a0fb,0.19424447417259216,"List the sub-district names from the 2013 census year where there is at least one establishment owned by Sikhs, but the total sum of establishments owned by Jains in that sub-district is exactly zero.","List the sub-district names from the 2013 census year where there is at least one establishment owned by Sikhs, but the total sum of establishments owned by Jains in that sub-district is exactly zero."
INDIA_Economic_Census_Firms,Hindi,e591a0fb,0.19424447417259216,"List the sub-district names from the 2013 census year where there is at least one establishment owned by Sikhs, but the total sum of establishments owned by Jains in that sub-district is exactly zero.","List the sub-district names from the 2013 census year where there is at least one establishment owned by Sikhs, but the total sum of establishments owned by Jains in that sub-district is exactly zero."
INDIA_Economic_Census_Firms,Telugu,e591a0fb,0.19424447417259216,"List the sub-district names from the 2013 census year where there is at least one establishment owned by Sikhs, but the total sum of establishments owned by Jains in that sub-district is exactly zero.","List the sub-district names from the 2013 census year where there is at least one establishment owned by Sikhs, but the total sum of establishments owned by Jains in that sub-district is exactly zero."
INDIA_Economic_Census_Firms,Hindi,58b60029,0.19482696056365967,"For the most recent census year available, list each sub-district name and the total sum of establishments owned by females, grouped by sub-district and ordered from the highest to lowest sum.","For the most recent census year available, list each sub-district name and the total sum of establishments owned by females, grouped by sub-district and ordered from the highest to lowest sum."
INDIA_Economic_Census_Firms,Hindi Romanized,79e89edd,0.1953657865524292,"For the census year 2013, list each sub-district name and the total sum of establishments owned by females, grouped by sub-district and ordered from the highest to lowest total.","For the census year 2013, list each sub-district name and the total sum of establishments owned by females, grouped by sub-district and ordered from the highest to lowest total."
INDIA_Economic_Census_Firms,Marathi,64e64570,0.1957169771194458,"For the most recent census year available, list each sub-district name and the total sum of establishments owned by females, grouped by sub-district and ordered from the highest to lowest count.","For the most recent census year available, list each sub-district name and the total sum of establishments owned by females, grouped by sub-district and ordered from the highest to lowest count."
INDIA_Economic_Census_Firms,Bengali,3222d0c9,0.19611293077468872,"For the most recent census year available, list each sub-district name along with the total sum of establishments owned by females, grouped by sub-district and ordered from the highest to lowest total.","For the most recent census year available, list each sub-district name along with the total sum of establishments owned by females, grouped by sub-district and ordered from the highest to lowest total."
INDIA_Economic_Census_Firms,Bengali,471bea0a,0.1968097984790802,"List the sub-district names, ordered alphabetically, for areas where the estimated finance from government assistance is 0.000 and the estimated finance borrowed from institutions is also 0.000.","List the sub-district names, ordered alphabetically, for areas where the estimated finance from government assistance is 0.000 and the estimated finance borrowed from institutions is also 0.000."
INDIA_Economic_Census_Firms,Telugu,b04846f6,0.1972651481628418,"List the sub-district names and the total number of establishments owned by Sikhs for the time period with ID 1, grouped by sub-district and ordered by the highest count first, showing only the top 5 results.","List the sub-district names and the total number of establishments owned by Sikhs for the time period with ID 1, grouped by sub-district and ordered by the highest count first, showing only the top 5 results."
INDIA_Economic_Census_Firms,Bengali,a7c2466f,0.19877409934997559,"List the names of the ULB, RLB, or villages where the estimated transport and storage value is greater than 50 or the estimated accommodation and food services value is greater than 50, ordered alphabetically by the village name.","List the names of the ULB, RLB, or villages where the estimated transport and storage value is greater than 50 or the estimated accommodation and food services value is greater than 50, ordered alphabetically by the village name."
INDIA_Economic_Census_Firms,Hindi,a80ce3c9,0.19905716180801392,"For the census year 2013, list the sub-district names and the ULB/RLB village names for locations where the estimated ownership by Sikhs is greater than or equal to 0.000, ordered alphabetically by the sub-district name.","For the census year 2013, list the sub-district names and the ULB/RLB village names for locations where the estimated ownership by Sikhs is greater than or equal to 0.000, ordered alphabetically by the sub-district name."
INDIA_Economic_Census_Firms,Hindi Romanized,e9093393,0.19996318221092224,"For the census year 2013, list the names of the ULB, RLB, or villages that have a total estimated human health and social work value greater than 50, and order the results by this sum in descending order.","For the census year 2013, list the names of the ULB, RLB, or villages that have a total estimated human health and social work value greater than 50, and order the results by this sum in descending order."
INDIA_Economic_Census_Firms,Telugu,e9093393,0.19996318221092224,"For the census year 2013, list the names of the ULB, RLB, or villages that have a total estimated human health and social work value greater than 50, and order the results by this sum in descending order.","For the census year 2013, list the names of the ULB, RLB, or villages that have a total estimated human health and social work value greater than 50, and order the results by this sum in descending order."
INDIA_Economic_Census_Firms,Bengali,f89a1184,0.19997498393058777,"List the sub-district name and the census year, along with the total sum of estimated education and estimated human health and social values, for each sub-district and census year where that sum is at least 0.000, ordered by the census year and the total sum in descending order.","List the sub-district name and the census year, along with the total sum of estimated education and estimated human health and social values, for each sub-district and census year where that sum is at least 0.000, ordered by the census year and the total sum in descending order."
INDIA_Economic_Census_Firms,Telugu,f89a1184,0.19997498393058777,"List the sub-district name and the census year, along with the total sum of estimated education and estimated human health and social values, for each sub-district and census year where that sum is at least 0.000, ordered by the census year and the total sum in descending order.","List the sub-district name and the census year, along with the total sum of estimated education and estimated human health and social values, for each sub-district and census year where that sum is at least 0.000, ordered by the census year and the total sum in descending order."
INDIA_Economic_Census_Firms,Tamil,cb5b8b67,0.20010563731193542,"List the sub-district names for the census year 2013, ordered by the estimated number of religious properties owned by Sikhs in descending order.","List the sub-district names for the census year 2013, ordered by the estimated number of religious properties owned by Sikhs in descending order."
INDIA_Economic_Census_Firms,Hindi Romanized,3fffc294,0.20102933049201965,"List the sub-district names where, for the census year 2013, either the total number of establishments owned by Sikhs or the total number of establishments owned by Jains is greater than 500.","List the sub-district names where, for the census year 2013, either the total number of establishments owned by Sikhs or the total number of establishments owned by Jains is greater than 500."
INDIA_Economic_Census_Firms,Hindi,d08fd177,0.20395708084106445,"For the most recent census year available, list each sub-district name and the total estimated government financial assistance, grouped by the sub-district name and ordered from the highest to the lowest total assistance.","For the most recent census year available, list each sub-district name and the total estimated government financial assistance, grouped by the sub-district name and ordered from the highest to the lowest total assistance."
INDIA_Economic_Census_Firms,Hindi Romanized,d08fd177,0.20395708084106445,"For the most recent census year available, list each sub-district name and the total estimated government financial assistance, grouped by the sub-district name and ordered from the highest to the lowest total assistance.","For the most recent census year available, list each sub-district name and the total estimated government financial assistance, grouped by the sub-district name and ordered from the highest to the lowest total assistance."
INDIA_Economic_Census_Firms,Marathi,d08fd177,0.20395708084106445,"For the most recent census year available, list each sub-district name and the total estimated government financial assistance, grouped by the sub-district name and ordered from the highest to the lowest total assistance.","For the most recent census year available, list each sub-district name and the total estimated government financial assistance, grouped by the sub-district name and ordered from the highest to the lowest total assistance."
INDIA_Economic_Census_Firms,Telugu,d08fd177,0.20395708084106445,"For the most recent census year available, list each sub-district name and the total estimated government financial assistance, grouped by the sub-district name and ordered from the highest to the lowest total assistance.","For the most recent census year available, list each sub-district name and the total estimated government financial assistance, grouped by the sub-district name and ordered from the highest to the lowest total assistance."
INDIA_Economic_Census_Firms,Tamil,bc7a27e8,0.20499664545059204,"List the state name, the district name, and the ULB/RLB village name for locations in the states of Assam, Andhra Pradesh, or Bihar, excluding those in the Prakasam district, grouped by state, district, and village name and ordered alphabetically by village and district.","List the state name, the district name, and the ULB/RLB village name for locations in the states of Assam, Andhra Pradesh, or Bihar, excluding those in the Prakasam district, grouped by state, district, and village name and ordered alphabetically by village and district."
INDIA_Economic_Census_Firms,Hindi,09a62cf5,0.20506060123443604,"For the census year 2013, list the ULB RLB village names and their corresponding sub-district names, specifically for locations where the sum of estimated education values is at least 1.000 and the sum of estimated human health and social values is at least 1.000, ordered alphabetically by sub-district name.","For the census year 2013, list the ULB RLB village names and their corresponding sub-district names, specifically for locations where the sum of estimated education values is at least 1.000 and the sum of estimated human health and social values is at least 1.000, ordered alphabetically by sub-district name."
INDIA_Economic_Census_Firms,Telugu,936c601a,0.2061431109905243,"For the census year 2013, list each sub-district name along with the total estimated manufacturing and total estimated construction values, grouped and ordered alphabetically by the sub-district name.","For the census year 2013, list each sub-district name along with the total estimated manufacturing and total estimated construction values, grouped and ordered alphabetically by the sub-district name."
INDIA_Economic_Census_Firms,Marathi,e1ccb964,0.21110916137695312,"For the census year 2013, list each sub-district name and the total estimated accommodation and food costs, sorted by the total costs in descending order.","For the census year 2013, list each sub-district name and the total estimated accommodation and food costs, sorted by the total costs in descending order."
INDIA_Economic_Census_Firms,Marathi,ad513455,0.21203264594078064,"For the census year 2013, list the sub-district names where the estimated human health and social work value is greater than 0.000, but the total sum of estimated education is exactly 0.000, ordered alphabetically by the sub-district name.","For the census year 2013, list the sub-district names where the estimated human health and social work value is greater than 0.000, but the total sum of estimated education is exactly 0.000, ordered alphabetically by the sub-district name."
INDIA_Economic_Census_Firms,Hindi,5a214bd0,0.21397778391838074,"List the sub-district names from the year 2013 where the sum of estimated transport storage is at least 0.000 and the sum of estimated accommodation food is greater than 0.000, and sort the results alphabetically by the sub-district name.","List the sub-district names from the year 2013 where the sum of estimated transport storage is at least 0.000 and the sum of estimated accommodation food is greater than 0.000, and sort the results alphabetically by the sub-district name."
INDIA_Economic_Census_Firms,Telugu,5a214bd0,0.21397778391838074,"List the sub-district names from the year 2013 where the sum of estimated transport storage is at least 0.000 and the sum of estimated accommodation food is greater than 0.000, and sort the results alphabetically by the sub-district name.","List the sub-district names from the year 2013 where the sum of estimated transport storage is at least 0.000 and the sum of estimated accommodation food is greater than 0.000, and sort the results alphabetically by the sub-district name."
INDIA_Economic_Census_Firms,Bengali,9432abec,0.21413448452949524,"List the district name, the state name, and the country name for all entries, ordered alphabetically by the name of the district.","List the district name, the state name, and the country name for all entries, ordered alphabetically by the name of the district."
INDIA_Economic_Census_Firms,Hindi,1d4a3e0b,0.2148645520210266,"For the census year 2013, list the names of sub-districts where the number of establishments owned by females is greater than zero, ensuring that each sub-district name is included only if it has at least one record.","For the census year 2013, list the names of sub-districts where the number of establishments owned by females is greater than zero, ensuring that each sub-district name is included only if it has at least one record."
INDIA_Economic_Census_Firms,Hindi,c4e8af4a,0.21851596236228943,"List the sub-district names, sorted alphabetically, for all sub-districts that have at least one finance source record where both the estimated government financial assistance and the estimated amount borrowed from institutions are equal to 0.000.","List the sub-district names, sorted alphabetically, for all sub-districts that have at least one finance source record where both the estimated government financial assistance and the estimated amount borrowed from institutions are equal to 0.000."
INDIA_Economic_Census_Firms,Hindi Romanized,4d623596,0.22048413753509521,"List the sub-district name, the ULB/RLB village name, and the district name for the districts of Chittoor, South Andamans, and Nicobars, ensuring that each combination has at least one location ID, and order the results alphabetically by the sub-district name.","List the sub-district name, the ULB/RLB village name, and the district name for the districts of Chittoor, South Andamans, and Nicobars, ensuring that each combination has at least one location ID, and order the results alphabetically by the sub-district name."
INDIA_Economic_Census_Firms,Marathi,4d623596,0.22048413753509521,"List the sub-district name, the ULB/RLB village name, and the district name for the districts of Chittoor, South Andamans, and Nicobars, ensuring that each combination has at least one location ID, and order the results alphabetically by the sub-district name.","List the sub-district name, the ULB/RLB village name, and the district name for the districts of Chittoor, South Andamans, and Nicobars, ensuring that each combination has at least one location ID, and order the results alphabetically by the sub-district name."
INDIA_Economic_Census_Firms,Telugu,4d623596,0.22048413753509521,"List the sub-district name, the ULB/RLB village name, and the district name for the districts of Chittoor, South Andamans, and Nicobars, ensuring that each combination has at least one location ID, and order the results alphabetically by the sub-district name.","List the sub-district name, the ULB/RLB village name, and the district name for the districts of Chittoor, South Andamans, and Nicobars, ensuring that each combination has at least one location ID, and order the results alphabetically by the sub-district name."
INDIA_Economic_Census_Firms,Hindi Romanized,34765acb,0.2205040156841278,"For the most recent census year available, list each sub-district name and the total estimated manufacturing value, sorted from highest to lowest total estimated manufacturing.","For the most recent census year available, list each sub-district name and the total estimated manufacturing value, sorted from highest to lowest total estimated manufacturing."
INDIA_Economic_Census_Firms,Tamil,34765acb,0.2205040156841278,"For the most recent census year available, list each sub-district name and the total estimated manufacturing value, sorted from highest to lowest total estimated manufacturing.","For the most recent census year available, list each sub-district name and the total estimated manufacturing value, sorted from highest to lowest total estimated manufacturing."
INDIA_Economic_Census_Firms,Hindi,e03e8e45,0.2227809727191925,"For the census year 2013, list the sub-district names and the total sum of estimated residential and commercial establishments, showing the top 10 sub-districts with the highest totals.","For the census year 2013, list the sub-district names and the total sum of estimated residential and commercial establishments, showing the top 10 sub-districts with the highest totals."
INDIA_Economic_Census_Firms,Telugu,c197494e,0.22573322057724,"For the most recent census year available, list the sub-district names and the total sum of estimated education and human health and social services, showing the top 5 sub-districts with the highest combined totals.","For the most recent census year available, list the sub-district names and the total sum of estimated education and human health and social services, showing the top 5 sub-districts with the highest combined totals."
INDIA_Economic_Census_Firms,Hindi,9382a4a2,0.234809011220932,"For the census year 2013, list each sub-district name and the total sum of establishments owned by Sikhs, sorted in descending order by that total sum.","For the census year 2013, list each sub-district name and the total sum of establishments owned by Sikhs, sorted in descending order by that total sum."
INDIA_Economic_Census_Firms,Marathi,a29de23a,0.23485976457595825,List the sub-district names in alphabetical order for the 2013 census year where the estimated transport storage and estimated accommodation food values are both greater than zero.,List the sub-district names in alphabetical order for the 2013 census year where the estimated transport storage and estimated accommodation food values are both greater than zero.
INDIA_Economic_Census_Firms,Bengali,7ead6ddc,0.23755773901939392,"For the most recent time period available, list the names of the ULB, RLB, or villages where the total estimated manufacturing value is greater than 50.","For the most recent time period available, list the names of the ULB, RLB, or villages where the total estimated manufacturing value is greater than 50."
INDIA_Economic_Census_Firms,Hindi,5d1894c5,0.24646708369255066,"List the state name and the district name for all districts located in the states of 'Andhra Pradesh' or 'Assam', and sort the results by the state name.","List the state name and the district name for all districts located in the states of 'Andhra Pradesh' or 'Assam', and sort the results by the state name."
INDIA_Economic_Census_Firms,Telugu,5d1894c5,0.24646708369255066,"List the state name and the district name for all districts located in the states of 'Andhra Pradesh' or 'Assam', and sort the results by the state name.","List the state name and the district name for all districts located in the states of 'Andhra Pradesh' or 'Assam', and sort the results by the state name."
INDIA_Economic_Census_Firms,Marathi,803f28ef,0.3146131634712219,"For the census year 2013, list the sub-district names, ordered alphabetically, where either the residential commercial establishment total is greater than 0 or the ULB RLB village name is 'Pilpilow'.","२०१३ च्या जनगणना वर्षासाठी, उपजिल्ह्यांची नावे,"
INDIA_ROAD_ACCIDENTS_DATASET_2001,Hindi Romanized,0bb2c4d3,0.3338705003261566,"List the light conditions and weather conditions along with the total number of casualties for each combination, grouped by light and weather conditions and ordered by the total casualties in descending order.","Light conditions aur weather conditions ko list karo saath mein total casualties ke saath har combination ke liye, grouped by light aur weather conditions aur ordered by total casualties descending order mein."
INDIA_ICRISAT_District_Level_Agricultural_Data,Hindi Romanized,424ad0e6,0.3467457592487335,"Provide a yearly breakdown of area and production figures for groundnut and soybean crops across districts in Chhattisgarh, ordered chronologically.","Chhattisgarh ke districts mein groundnut aur soybean crops ke area aur production figures ka yearly breakdown do, chronologically order karke."
INDIA_HMIS_Sub_District_Report_Rural_Urban,Hindi Romanized,ede0a331,0.35716453194618225,"Rank the sub-districts by the total number of first-dose Vitamin A supplements administered during the year 2021, starting with the highest.","Sub-districts ko ranking karo based on total number of first-dose Vitamin A supplements administered during 2021, highest se start karo."
INDIA_HMIS_Sub_District_Report_Facility_wise,Hindi Romanized,e0581913,0.37634629011154175,"For the year 2022, provide a sub-district breakdown of the total number of immunization sessions held and how many of those sessions had an ASHA worker present within rural areas.","2022 ke liye, rural areas mein immunization sessions ka total number aur ASHA worker present sessions ka breakdown sub-district wise provide karo."
INDIA_HMIS_Sub_District_Report_Rural_Urban,Hindi Romanized,74ebd19a,0.38581743836402893,Which five rural sub-districts had the highest total allopathic outpatient attendance in 2021?,2021 mein top 5 rural sub-districts kaun se the jahan allopathic outpatient attendance sabse zyada tha?
INDIA_HMIS_Sub_District_Report_Rural_Urban,Hindi Romanized,26170385,0.3876670002937317,Provide the annual total for allopathic outpatient attendance across all recorded years.,Saare recorded saaloon mein allopathic outpatient attendance ka annual total batao.
INDIA_ROAD_ACCIDENTS_DATASET_2001,Hindi Romanized,5e66cfee,0.38784340023994446,"List the distinct light conditions and weather conditions recorded for accidents, ordered alphabetically by the light conditions.","Accidents ke liye recorded distinct light conditions aur weather conditions ko list karo, light conditions ke according alphabetically order mein."
INDIA_ICRISAT_District_Level_Agricultural_Data,Hindi Romanized,59c0b705,0.38974741101264954,Which ten districts achieved the highest average soybean yields in 1970?,"1970 mein, konsa das districts sabse zyada average soybean yield achieve kiye?"
INDIA_HMIS_Sub_District_Report_Rural_Urban,Hindi Romanized,a70d05df,0.3917911648750305,"Provide a yearly breakdown of the total allopathic outpatient attendance, ordered chronologically.","Saal dar saal allopathic outpatient attendance ka breakdown do, chronological order mein."
INDIA_IHDS_2005_INDIVIDUAL_SURVEY,Hindi Romanized,8f8791bd,0.39634421467781067,"List the names of urban districts or those containing re-interviewed households, sorted alphabetically.","Urban districts ya fir jisme re-interviewed households ho, unke names alphabetically sort karke list karo."
INDIA_IHDS_2005_INDIVIDUAL_SURVEY,Hindi Romanized,2bb5b6b1,0.40298157930374146,Provide an alphabetized list of districts that are either classified as urban or contain households that participated in re-interview surveys.,Urban ya re-interview surveys mein shamil households wale districts ki ek alphabetized list provide karo.
INDIA_IHDS_2005_INDIVIDUAL_SURVEY,Hindi Romanized,a8435008,0.4103606343269348,"Provide a breakdown by gender of the average years of education completed and the total number of individuals for all employed persons, ordered from highest to lowest average education level.","Gender ke hisaab se, employed persons ke liye average years of education completed aur total number of individuals ka breakdown do, highest se lowest average education level ke order mein."
INDIA_Economic_Census_Firms,Hindi Romanized,5fca6279,0.4111134111881256,"List the state name, the district name, and the ULB/RLB village name, grouped by state, district, and village name, and ordered alphabetically by the village name.","State name, district name, aur ULB/RLB village name list karo, state, district, aur village name ke hisaab se group karke, aur village name ke alphabetical order mein arrange karo."
INDIA_IHDS_2011_TRACKING_SURVEY,Hindi Romanized,a45e1f13,0.4117656946182251,List the distinct geography IDs for households where either the household split number is 1 or the completion status is 'Located'.,Un households ke distinct geography IDs list karo jahan ya toh household split number 1 ho ya completion status 'Located' ho.
INDIA_IHDS_2005_INDIVIDUAL_SURVEY,Hindi Romanized,35464adb,0.41327303647994995,Provide a breakdown by state of the total number of household members and married women living in urban areas.,"State-wise breakdown do, urban areas mein rehne wale total household members aur married women ki sankhya ka."
INDIA_ROAD_ACCIDENTS_DATASET_2001,Hindi Romanized,ae17899a,0.41385576128959656,"For casualties classified as pedestrians, list each sex of casualty along with the average casualty severity, grouped by the sex of the casualty.","Pedestrians ke roop mein classified casualties ke liye, har sex ke casualties ko list karo unke saath average casualty severity ke saath, grouped by casualty ka sex."
INDIA_ROAD_ACCIDENTS_DATASET_2001,Hindi Romanized,cf10373b,0.41922545433044434,"List the age band of the driver and the average number of casualties for each age band, sorted by the average number of casualties in descending order, showing only the top 5 results.","Driver ke age band ko list karo aur har age band ke liye average number of casualties dikhao, sorted by average number of casualties descending order mein, sirf top 5 results dikha ke."
INDIA_Village_Amenities_Directory_2001,Hindi Romanized,ae8d0bb5,0.41943854093551636,"List the district names and the total number of child welfare centres for the top 5 districts in India, ordered by the sum of child welfare centres in descending order.","India ke top 5 districts ke district names aur total number of child welfare centres list karo, child welfare centres ke sum ke descending order mein."
INDIA_ROAD_ACCIDENTS_DATASET_2001,Hindi Romanized,046b8b21,0.4215961992740631,"List the top 5 age bands of drivers and casualty severities that have the highest average number of casualties, showing the age band, the average number of casualties, and the casualty severity for each group.","Top 5 age bands aur casualty severities ko dikhao jinke paas sabse zyada average number of casualties hai. Har group ke liye age band, average number of casualties, aur casualty severity dikha."
INDIA_HMIS_Sub_District_Report_Rural_Urban,Hindi Romanized,42ea1f77,0.42684951424598694,"Provide a monthly breakdown of total allopathic outpatient attendance for the year 2022, ranked from highest to lowest volume.","2022 ke saare allopathic outpatient attendance ka monthly breakdown do, highest se lowest volume ke order mein ranked."
